DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,AXM,95,12,104644
PAN,AXM,12,22,12125
DEU,BOG,480,3000,12111570
DEU,BOG,90,634,5
DEU,BOG,60,228,920479
DEU,BOG,270,940,5
DEU,BOG,1204,2,6902
DEU,BOG,64,296,1195008
DEU,BOG,32,9256,36845081
DEU,BOG,9,5175,20599967
DEU,BOG,9,3267,13004848
DEU,BOG,16,4560,18151855
DEU,BOG,1380,1093,5
DEU,BOG,28995,15999,1
DEU,BOG,50,4930,20294788
DEU,BOG,245,54726,225284504
DEU,BOG,20,6256,25753387
DEU,BOG,20,3604,14836190
DEU,BOG,20,4216,17355543
DEU,BOG,20,3332,13716477
DEU,BOG,20,3332,13716477
DEU,BOG,100,7780,32027070
DEU,BOG,1088,1,157774
DEU,BOG,1,2526,46
DEU,BOG,27,60,247062
DEU,BOG,9,20,82354
DEU,BOG,1300,200,811388
DEU,BOG,38160,6102,4
DEU,BOG,62,99871,9
DEU,BOG,5600,1008,4098316
DEU,BOG,12480,2246,4
DEU,BOG,13,1484,47
DEU,BOG,2560,460,8
DEU,BOG,50,18500,74688015
DEU,BOG,44787,13917,65
DEU,BOG,1800,297,1181121
DEU,BOG,10080,1808,7210407
DEU,BOG,16,5,50
DEU,BOG,37,5,104
DEU,BOG,20,50,198178
DEU,BOG,82,320,1268342
DEU,BOG,24,88,348794
DEU,BOG,119,5,583
DEU,BOG,1198,4,5380
DEU,BOG,13,70,277449
DEU,BOG,7,5,28
DEU,BOG,2,287,45
DEU,BOG,1,568,33
DEU,BOG,1,194,19
DEU,BOG,986,88154,93
DEU,BOG,9,325,55
DEU,BOG,1,41,2
DEU,BOG,2,6331,36
DEU,BOG,6,6873,84
DEU,BOG,1,372,12
DEU,BOG,5,8753,8
DEU,BOG,19660,6549,2
DEU,BOG,3,2238,31
DEU,BOG,2,746,98
DEU,BOG,4,450,1787798
DEU,BOG,1,1457,5997871
DEU,BOG,1,374,19
DEU,BOG,38,7456,53
DEU,BOG,1,50,200253
DEU,BOG,1,50,200253
DEU,BOG,21600,2942,9
DEU,BOG,58200,8775,65
DEU,BOG,560,4921,56
DEU,BOG,809,64,3487
DEU,BOG,3,10315,5
DEU,BOG,4,13933,56388383
DEU,BOG,5,18860,35
DEU,BOG,6000,1140,4648281
DEU,BOG,14400,2736,11155875
DEU,BOG,0,17,26
DEU,BOG,1,82,83
DEU,BOG,1,514,37
DEU,BOG,4,98,21
DEU,BOG,16,95,43
DEU,BOG,7,72,38
DEU,BOG,3,12,22
DEU,BOG,0,8,8
DEU,BOG,1,6,1
DEU,BOG,2,51,11
DEU,BOG,2,72,87
DEU,BOG,2,354,64
DEU,BOG,1,122,16
DEU,BOG,1,73,51
DEU,BOG,1,334,34
DEU,BOG,20,642,96
DEU,BOG,1,25,72
DEU,BOG,29,5556,15
DEU,BOG,0,14,2
DEU,BOG,2,9498,21
DEU,BOG,1,1823,61
DEU,BOG,5,14004,64
DEU,BOG,145,725,2941281
DEU,BOG,2,21967,8
DEU,BOG,101,6314,88
DEU,BOG,16,26254,8
DEU,BOG,24320,4716,8
DEU,BOG,3231,4972,5
DEU,BOG,58360,10576,8
DEU,BOG,1,5470,88
DEU,BOG,10530,1895,4
DEU,BOG,79320,14442,64
DEU,BOG,2050,369,1467453
DEU,BOG,11100,2780,6
DEU,BOG,2250,1202,4918980
DEU,BOG,1,924,12
DEU,BOG,510,770,1
DEU,BOG,978,12,5513
DEU,BOG,300,1918,3
DEU,BOG,3,28040,41
DEU,BOG,11,113981,51
DEU,BOG,1,44999,33
DEU,BOG,1,300,1213353
DEU,BOG,1056,6336,26068141
DEU,BOG,1836,9948,96
DEU,BOG,200,1200,4937148
DEU,BOG,1224,6357,26154541
DEU,BOG,12,47,1
DEU,BOG,2139,12960,52717346
DEU,BOG,597,1622,6579112
DEU,BOG,16172,96474,92
DEU,BOG,6400,832,3332209
DEU,BOG,9,47,85
DEU,BOG,48,291,2
DEU,BOG,12,5,39
DEU,BOG,280,2114,8378986
DEU,BOG,118,868,28
DEU,BOG,25,129,511300
DEU,BOG,33,8,216
DEU,BOG,262,5,1873
DEU,BOG,144,6,958
DEU,BOG,59,54076,75
DEU,BOG,400,114,460239
DEU,BOG,10440,1670,4
DEU,BOG,91440,13690,8
DEU,BOG,559,4740,33
DEU,BOG,2720,369,92
DEU,BOG,4420,605,54
DEU,BOG,5780,751,4
DEU,BOG,9520,1237,6
DEU,BOG,4760,1482,5
DEU,BOG,11970,1915,2
DEU,BOG,58440,9350,4
DEU,BOG,8160,2448,9767250
DEU,BOG,4,4400,17981766
DEU,BOG,1820,14875,58958103
DEU,BOG,1280,12,8
DEU,BOG,16070,4556,5
DEU,BOG,8050,2459,4
DEU,BOG,3333,54,2858384
DEU,BOG,435,17,8232
DEU,BOG,2261524,30130,6
DEU,BOG,107804,1111,64
ARM,BOG,50,0,5
ARM,BOG,100,10,39806
ARM,BOG,70,7,27864
ARM,BOG,60,6,23884
ARM,BOG,11,73,15
ARM,BOG,400,68,270306
ARM,BOG,8640,2678,4
ARM,BOG,400,74,301730
ARM,BOG,1800,331,1349632
ARM,BOG,560,1838,4
ARM,BOG,60,138,561079
ARM,BOG,970,155,2
ARM,BOG,38505,5842,25
ARM,BOG,400,4,15907
ARM,BOG,2900,437,3
ARM,BOG,3950,579,56
ARM,BOG,200,64,258380
ARM,BOG,800,144,572412
ARM,BOG,1050,159,71
ARM,BOG,2100,324,66
ARM,BOG,76,1,52
ABW,BOG,1,76,3
ABW,BOG,4,182,723466
ABW,BOG,240,10598,42128003
ABW,BOG,9,747,6
ABW,BOG,3,182,7
ABW,BOG,2,127,4
ABW,BOG,9,422,1
ABW,BOG,3,205,1
ABW,BOG,33,2272,2
ABW,BOG,25,997,5
ABW,BOG,15,107,8
ABW,BOG,1,18,2
ABW,BOG,2842,799,24
ABW,BOG,2639,802,52
ABW,BOG,1734,898,76
ABW,BOG,184,705,23
ABW,BOG,1500,2858,11559209
ABW,BOG,2,7225,28720025
ABW,BOG,1,5054,20090104
ABW,BOG,600,3600,14363604
ABW,BOG,72,78,3947
ABW,BOG,106,13,5000
ABW,BOG,157,68,3616
ABW,BOG,204,9,9321
ABW,BOG,62,81,3663
ABW,BOG,10,3,12180
ABW,BOG,9868,6221,24
ABW,BOG,219,284,86
ABW,BOG,877,1139,43
ABW,BOG,1316,524,13
ABW,BOG,657,455,76
ABW,BOG,25655,5663,48
ABW,BOG,112,1737,62
ABW,BOG,9,6,4
ABW,BOG,8,5,4
ABW,BOG,25,9,8
ABW,BOG,9,6,4
ABW,BOG,4,8,2
ABW,BOG,12,5,4
ABW,BOG,11,5,2
ABW,BOG,4325,1384,5627053
ABW,BOG,3280,1458,8
ABW,BOG,6160,1543,58
ABW,BOG,804,427,19
ABW,BOG,268,56,96
ABW,BOG,536,113,92
ABW,BOG,7767,1677,41
ABW,BOG,105,996,77
ABW,BOG,1,2002,7
ABW,BOG,90,183,91
ABW,BOG,75,169,65
ABW,BOG,252,549,14
ABW,BOG,29600,44565,66
ABW,BOG,1160,162,4
ABW,BOG,5700,1896,7603896
ABW,BOG,1280,323,2
ABW,BOG,4850,2600,10443843
ABW,BOG,100,18,74118
ABW,BOG,2700,1313,7
ABW,BOG,255,149,7
ABW,BOG,2584,2763,76
ABW,BOG,212,3741,96
ABW,BOG,30,61,31
ABW,BOG,25,56,53
ABW,BOG,84,183,6
ABW,BOG,62,5,239
ABW,BOG,2,5,22
ABW,BOG,67,45,356
ABW,BOG,7,5,40
ABW,BOG,1058,35,5149
ABW,BOG,9,54,61
ABW,BOG,105,29,56
ABW,BOG,26,72,183
ABW,BOG,560,11,466202
BIH,BOG,800,136,552947
BIH,BOG,400,59,56
BIH,BOG,800,114,8
BIH,BOG,39910,11157,44350079
BIH,BOG,11700,1404,5581026
AIA,BOG,1,91,1729
ATG,BOG,2,365,8
ATG,BOG,70,5254,58
ATG,BOG,232,4580,32
ATG,BOG,6,426,36
ATG,BOG,6,279,1117411
ATG,BOG,150,2057,7
ATG,BOG,20,879,78
ATG,BOG,116,4927,3
ATG,BOG,158,2353,34
ATG,BOG,41,2830,75
ATG,BOG,142,1393,66
ATG,BOG,6,114,9
SAU,BOG,4968,3372,48
SAU,BOG,1400,900,3654135
SAU,BOG,4800,576,2329637
SAU,BOG,26619,20228,11
SAU,BOG,601,59,4409
SAU,BOG,120,484,8
SAU,BOG,46,271,86
SAU,BOG,40,183,725333
SAU,BOG,52,8,221
SAU,BOG,81,249,75
SAU,BOG,25,148,5
SAU,BOG,56,61,290
SAU,BOG,20,90,356721
SAU,BOG,3180,2202,6
SAU,BOG,3934,3389,52
SAU,BOG,85,744,2968478
SAU,BOG,13450,4753,5
SAU,BOG,2400,456,1877675
SAU,BOG,300,96,395300
SAU,BOG,800,256,1054133
SAU,BOG,1290,1258,5
SAU,BOG,1000,334,1375315
SAU,BOG,1430,4050,16676725
SAU,BOG,1,13077,68
SAU,BOG,89,10548,5
SAU,BOG,10,7831,6
SAU,BOG,12960,65026,8
SAU,BOG,28,79,74
SAU,BOG,10880,36259,91
SAU,BOG,90,398,25
SAU,BOG,300,753,92
SAU,BOG,98,129,2
SAU,BOG,60,340,6
SAU,BOG,374,9,2007
SAU,BOG,76,262,51
SAU,BOG,2720,25845,104559259
SAU,BOG,7970,35930,142824983
SAU,BOG,1440,20640,82686729
SAU,BOG,2,3796,15089441
SAU,BOG,70,567,91
ARG,BOG,25480,2548,10099176
ARG,BOG,31650,9233,75
ARG,BOG,26200,5134,20726933
ARG,BOG,58800,10021,75
ARG,BOG,80,1210,4893857
ARG,BOG,150,5965,24410748
ARG,BOG,24,4,25290
ARG,BOG,6,7299,3
ARG,BOG,278,3414,14054038
ARG,BOG,441,5917,68
ARG,BOG,960,20723,2
ARG,BOG,4,2540,14
ARG,BOG,73,1328,41
ARG,BOG,9532,54,68658
ARG,BOG,3,4515,62
ARG,BOG,1,958,91
ARG,BOG,2,5905,73
ARG,BOG,4,619,5
ARG,BOG,1,199,5
ARG,BOG,1,1,228
ARG,BOG,1700,102,405459
ARG,BOG,10,63,2
ARG,BOG,2,2,44
ARG,BOG,10,2123,63
ARG,BOG,0,1,17
ARG,BOG,126,7,56
ARG,BOG,0,1,37
ARG,BOG,24,5,1531
ARG,BOG,0,1,45
ARG,BOG,0,4,0
ARG,BOG,2,6746,78
ARG,BOG,1,20810,84013923
ARG,BOG,0,5,41
ARG,BOG,0,1,40
ARG,BOG,0,3,34
ARG,BOG,0,4,75
ARG,BOG,5,23,2
ARG,BOG,4200,214,2
ARG,BOG,13150,1788,4
ARG,BOG,400,306,1234351
ARG,BOG,14875,4418,17821460
ARG,BOG,6125,673,75
ARG,BOG,880,510,4
ARG,BOG,10120,2366,9557932
ARG,BOG,16975,1867,25
ARG,BOG,1,34,13
ARG,BOG,10,133,8
ARG,BOG,2,830,38
ARG,BOG,28,2584,15
ARG,BOG,1,239,55
ARG,BOG,11,1450,7
ARG,BOG,1,2921,65
ARG,BOG,17,1116,93
ARG,BOG,3,212,4
ARG,BOG,2,199,66
ARG,BOG,5,2478,8
ARG,BOG,5000,24000,97068240
ARG,BOG,112000,3251,92
ARG,BOG,33,34,74
ARG,BOG,124,8,92
ARG,BOG,0,14,222
ARG,BOG,238,923,44
ARG,BOG,2290,33,1903119
AUS,BOG,1980,302,37
AUS,BOG,3080,862,4
AUS,BOG,6450,3753,15358514
AUS,BOG,34,3316,4
AUS,BOG,5,1168,4
AUS,BOG,4,1280,5095257
AUS,BOG,5,586,4
AUS,BOG,14,1360,5413711
AUS,BOG,965,708,2886827
AUS,BOG,60,111763,88
AUS,BOG,6,626,4
AUS,BOG,9,2016,8299045
AUS,BOG,9,2883,6
AUS,BOG,7,1756,8
AUS,BOG,7,1267,2
AUS,BOG,6000,2969,12038660
AUS,BOG,15800,5492,21767926
AUS,BOG,219242,32724,3
AUS,BOG,32360,5864,5
AUS,BOG,500,138,35
AUS,BOG,226,1404,86
AUS,BOG,477,12681,12
AUS,BOG,1,61,58
AUS,BOG,208,1299,65
AUS,BOG,349,1208,54
AUS,BOG,128,67,194
AUS,BOG,1,96,3
AUS,BOG,1422,37831,36
AUS,BOG,40,493,93
AUS,BOG,558,14094,2
AUS,BOG,5178,76780,7
AUS,BOG,71,1827,56
AUS,BOG,169,2034,6
AUS,BOG,22,73,1
AUS,BOG,358,3013,3
AUS,BOG,30,879,9
AUS,BOG,467,9275,63
AUS,BOG,211,2356,87
AUS,BOG,10,137,4
AUS,BOG,1008,9478,4
AUS,BOG,293,2,13824
AUS,BOG,22,201,71
AUS,BOG,25600,9432,35
AUS,BOG,1216,790,9
AUS,BOG,600,192,775140
AUS,BOG,15000,11550,47266411
AUS,BOG,20,12893,72
AUS,BOG,127,12,2436
AUS,BOG,7,5,114
AUS,BOG,83,3313,36
AUS,BOG,1,2800,11331908
AUS,BOG,27150,6555,26614283
AUS,BOG,480,624,2533533
AUS,BOG,2360,4118,8
AUS,BOG,1080,1911,6
AUS,BOG,50,175,5
AUS,BOG,23400,3372,13690825
AUS,BOG,1700,357,1449473
AUS,BOG,75,150,75
AUS,BOG,112,988,4011428
AUS,BOG,4767,1288,8
AUS,BOG,9000,2428,9638288
AUS,BOG,102575,32396,65
AUS,BOG,18000,3699,5
AUS,BOG,340,459,1863608
AUS,BOG,33,3,14
AUS,BOG,30,3630,14538367
AUS,BOG,5700,1667,6662188
AUS,BOG,8250,1740,6916656
AUS,BOG,1400,376,1517983
AUS,BOG,5400,810,3293727
AUS,BOG,1185,98,7797
AUS,BOG,44,1,3341
AUS,BOG,32,9,1356
AUS,BOG,300,15,59848
AUS,BOG,9200,1814,7467494
AUS,BOG,1,11655,47978856
AUS,BOG,93630,17818,9
AUS,BOG,255040,72546,292881985
AUS,BOG,18376,6519,68
AUS,BOG,45500,8962,35624756
AUS,BOG,50,5,168752
AUS,BOG,552,4601,36
AUS,BOG,1462,30460,123195774
AUS,BOG,3,390,1574504
AUS,BOG,8,2304,9301685
AUS,BOG,6,1548,6249570
AUS,BOG,6,1800,7266942
AUS,BOG,38,8152,32911172
AUS,BOG,12,3192,12886710
AUS,BOG,14,2356,9511619
AUS,BOG,2,516,2083190
AUS,BOG,4,1288,5199900
AUT,BOG,13080,2223,6
AUT,BOG,25740,4375,8
AUT,BOG,127,93,119333
AUT,BOG,20160,3201,6
AUT,BOG,72460,10958,8
AUT,BOG,160,1,6
AUT,BOG,380,3,8
AZE,BOG,7179,5070,46
AZE,BOG,32,76,8
AZE,BOG,1,18655,52
AZE,BOG,1,17252,70600877
AZE,BOG,1,12717,52042160
AZE,BOG,1400,308,1243454
AZE,BOG,1000,320,1291900
AZE,BOG,432,34,56
AZE,BOG,6400,855,48
AZE,BOG,56300,7909,42
BHS,BOG,192,8417,99
BHS,BOG,200,9066,5
BHS,BOG,682,7680,52
BHS,BOG,219,15429,85
BHS,BOG,587,8239,62
BHS,BOG,3,21,2846
BHR,BOG,3468,2268,8989376
BHR,BOG,8237,3636,37
BHR,BOG,480,134,4
BHR,BOG,931,16,240
BHR,BOG,540,64,51500
BHR,BOG,1006,316,72
BHR,BOG,3774,542,96
BHR,BOG,36,98,44
BHR,BOG,6,29,51
BHR,BOG,82,230,75
BHR,BOG,6,6,31
BHR,BOG,18500,4520,17992628
BHR,BOG,16762,2153,86
BHR,BOG,4558,834,14
BHR,BOG,11875,2968,75
BHR,BOG,103900,15656,75
BHR,BOG,7500,750,3054730
BHR,BOG,4000,800,3247195
BHR,BOG,920,119,6
BHR,BOG,4110,2743,25
BHR,BOG,6180,1746,4
BHR,BOG,328,4180,17054501
BRB,BOG,58,5784,64
BEL,BOG,80,530,4
BEL,BOG,160,462,4
BEL,BOG,69,199,64
BEL,BOG,169,2,976
BEL,BOG,1,40,162406
BEL,BOG,2,100,400506
BEL,BOG,448,3504,14146313
BEL,BOG,150,1275,5147417
BEL,BOG,2646,13837,25
BEL,BOG,1,1311,53
BEL,BOG,544,32,22279
BEL,BOG,3,4622,94
BEL,BOG,6,1383,56
BMU,BOG,36,493,2
BMU,BOG,481,21888,75
BMU,BOG,210,3786,48
BMU,BOG,6,199,8
BMU,BOG,8,166,8
BMU,BOG,41,533,2
BLR,BOG,26104,26089,14
BLR,BOG,95350,33270,48
BLR,BOG,2800,532,2190621
BLR,BOG,56350,10820,5
BLR,BOG,15200,2612,1
BLR,BOG,66150,22180,52
BLR,BOG,2200,418,1721202
BLR,BOG,108250,20659,97
BLR,BOG,1936,5902,4
BLR,BOG,212,436,4
BLR,BOG,10000,3654,15046112
BLR,BOG,750,142,5
BLR,BOG,2100,399,1642966
BLR,BOG,960,308,8
BLR,BOG,12800,1625,6
BLR,BOG,400,44,4
BLR,BOG,11150,1460,65
BLR,BOG,5600,728,2987893
BLR,BOG,26950,3461,8
BLR,BOG,24225,5955,5
BLR,BOG,33900,4590,9
BLR,BOG,13200,1757,25
BLR,BOG,70,36,4
BLR,BOG,500,1,4116
BLR,BOG,43300,5572,88
BLR,BOG,559350,73347,2
BLR,BOG,1000,190,768950
BLR,BOG,130,179,33
BLR,BOG,100,25,5
BLR,BOG,315,461,55
BLR,BOG,200,61,2
BLR,BOG,2,5,28
BOL,BOG,300,1338,5397264
BOL,BOG,1160,4610,2
BOL,BOG,827,5736,43
BOL,BOG,480,2281,6
BOL,BOG,160,510,4
BOL,BOG,160,452,1810287
BOL,BOG,320,1437,6
BOL,BOG,160,1011,2
BOL,BOG,640,2032,8138281
BOL,BOG,800,4838,4
BOL,BOG,160,1039,8
BOL,BOG,6,75,308744
BOL,BOG,352,95,10578
BOL,BOG,3,9,36304
BOL,BOG,1,4,16135
BOL,BOG,2,10,40338
BOL,BOG,12,1639,6564293
BOL,BOG,4750,14120,56128270
BOL,BOG,21,138,68
BOL,BOG,49,133,87
BOL,BOG,8,39,44
BOL,BOG,160,594,51
BOL,BOG,9,35,91
BOL,BOG,437,1139,89
BOL,BOG,9,30,6
BOL,BOG,62,165,96
BOL,BOG,75,171,28
BOL,BOG,51,185,732187
BOL,BOG,10,102,52
BOL,BOG,1112,2762,75
BOL,BOG,4,76,36
BOL,BOG,269,972,93
BOL,BOG,48,129,11
BOL,BOG,3,147,25
BOL,BOG,45,491,95
BOL,BOG,12,211,56
BOL,BOG,5,30,85
BOL,BOG,5,36,5
BOL,BOG,2,61,2
BOL,BOG,1,19,3
BOL,BOG,11,108,13
BOL,BOG,24,223,4
BOL,BOG,22,173,684694
BOL,BOG,31,405,13
BOL,BOG,19,98,8
BOL,BOG,325,1365,6
BOL,BOG,5,17,75
BOL,BOG,44,161,48
BOL,BOG,63,276,4
BOL,BOG,90,300,92
BOL,BOG,9,66,1232
BOL,BOG,1200,780,3154717
BOL,BOG,590,153,4
BOL,BOG,1683,4412,39
BOL,BOG,738,1910,3
BOL,BOG,586,3132,62
BOL,BOG,334,84,2226
BOL,BOG,160,72,305
BOL,BOG,3350,6,7601
BOL,BOG,34,5,74
BOL,BOG,40,32,71
BOL,BOG,215,76,489
BOL,BOG,818,88,1539
BOL,BOG,79,13,177
BOL,BOG,36,42,81
BOL,BOG,124,7,237
BOL,BOG,278,531,58
BOL,BOG,175,32,331
BOL,BOG,194,87,415
BOL,BOG,148,89,2024
BOL,BOG,111,34,1064
BOL,BOG,1401,91,154796
BOL,BOG,107,73,10077
BOL,BOG,45,97,5713
BOL,BOG,536,21,64281
BOL,BOG,709,2,65882
BOL,BOG,43,53,4397
BOL,BOG,720,32705,5
BOL,BOG,424,71,18024
BOL,BOG,1579,56,52312
BOL,BOG,2086,84,87374
BOL,BOG,304,5115,55
BOL,BOG,22,5,40
BOL,BOG,46,45,98
BOL,BOG,11,7,26
BOL,BOG,187,14,7885
BOL,BOG,20,149,8
BOL,BOG,47,240,94
BOL,BOG,63,432,95
BOL,BOG,15,109,95
BOL,BOG,467,1771,89
BOL,BOG,82,285,85
BOL,BOG,168,681,4
BOL,BOG,1439,3416,74
BOL,BOG,247,645,26
BOL,BOG,145,492,1
BOL,BOG,122,317,14
BOL,BOG,7,32,76
BOL,BOG,2407,5417,58
BOL,BOG,633,2565,3
BOL,BOG,916,1883,95
BOL,BOG,14,157,8
BOL,BOG,5,48,8
BOL,BOG,93,592,8
BOL,BOG,5,15,85
BOL,BOG,178,1590,77
BOL,BOG,6,28,92
BOL,BOG,416,1868,99
BOL,BOG,50,110,5
BOL,BOG,42,206,2
BOL,BOG,7,36,33
BOL,BOG,20,79,9
BOL,BOG,354,1408,67
BOL,BOG,55,4,5042
BOL,BOG,4048,10,40050
BOL,BOG,1025,98,51936
BOL,BOG,108,82,11032
BOL,BOG,5,26,95
BOL,BOG,54,360,29
BOL,BOG,42,236,58
BOL,BOG,197,851,91
BOL,BOG,222,612,74
BOL,BOG,27,106,9
BOL,BOG,307,692,38
BOL,BOG,5,21,5
BOL,BOG,12,40,8
BOL,BOG,208,524,21
BOL,BOG,117,303,9
BOL,BOG,17,70,55
BOL,BOG,2340,5182,65
BOL,BOG,579,2550,34
BOL,BOG,284,522,6
BOL,BOG,5,45,15
BOL,BOG,31,246,12
BOL,BOG,9,88,47
BOL,BOG,142,1325,12
BOL,BOG,157,462,9
BOL,BOG,453,1633,84
BOL,BOG,22,78,1
BOL,BOG,127,479,51
BOL,BOG,17,68,68
BOL,BOG,208,1041,52
BOL,BOG,57,92,5227
BOL,BOG,43,71,4141
BOL,BOG,128,7,21867
BOL,BOG,10,11339,7
BOL,BOG,240,7620,30763387
BOL,BOG,19,236,56
BOL,BOG,110,866,51
BOL,BOG,80,328,62
BOL,BOG,155,1387,41
BOL,BOG,477,1567,8
BOL,BOG,102,603,12
BOL,BOG,525,4913,34
BOL,BOG,40,1604,8
BOL,BOG,9,352,35
BOL,BOG,150,2220,8857555
BOL,BOG,70,1340,5346452
BOL,BOG,210,2,1
BOL,BOG,10,10,39806
BOL,BOG,14,9,8
BOL,BOG,200,34400,139669160
BOL,BOG,8,3,0
BOL,BOG,1321,2,8367
BOL,BOG,56,635,32
BOL,BOG,974,4420,34
BOL,BOG,44,860,2
BOL,BOG,48,685,92
BOL,BOG,16,303,53
BOL,BOG,10,216,2
BOL,BOG,522,3444,84
BOL,BOG,17,466,19
BOL,BOG,41,596,5
BOL,BOG,35,647,5
BOL,BOG,32,432,1778366
BOL,BOG,9,157,5
BOL,BOG,1937,33126,1
BOL,BOG,52,676,2675452
BOL,BOG,204,3227,5
BOL,BOG,61,1093,5
BOL,BOG,173,2429,5
BOL,BOG,38,748,22
BOL,BOG,1455,18508,58
BOL,BOG,285,7480,61
BOL,BOG,152,2656,88
BOL,BOG,80,767,18
BOL,BOG,38,862,6
BOL,BOG,23,94,1100
BOL,BOG,8,108,32
BOL,BOG,1,95,12
BOL,BOG,6,1,5
BOL,BOG,40,6,24267
BOL,BOG,4088,37,35495
BOL,BOG,191,94,7483
BOL,BOG,341,57,8788
BOL,BOG,6,21,166
BOL,BOG,1591,72,14899
BOL,BOG,40,39,136
BOL,BOG,21,15,100
BOL,BOG,1655,45,15878
BOL,BOG,39,74,1816
BOL,BOG,1,11,20
BOL,BOG,204,32,3097
BOL,BOG,163,7,333
BOL,BOG,352,52,6395
BOL,BOG,185,71,777
BOL,BOG,56,65,565
BOL,BOG,37,53,937
BOL,BOG,8,85,121
BOL,BOG,58,947,3850303
BOL,BOG,14,86,485
BOL,BOG,139,11,12361
BOL,BOG,28,77,717
BOL,BOG,30,11,964
BOL,BOG,300,869,27
BOL,BOG,165,103,53
BOL,BOG,188,66,2277
BOL,BOG,6,3,103
BOL,BOG,4,1400,5764794
BOL,BOG,1,600,2470626
BOL,BOG,846,11,123084
BOL,BOG,18,51,1284
BOL,BOG,37,42,2597
BOL,BOG,0,33,22
BOL,BOG,91,2,6326
BOL,BOG,7,6,1360
BOL,BOG,7,57,525
BOL,BOG,10,1062,5
BOL,BOG,835,47,695872
BOL,BOG,30000,6201,25526974
BOL,BOG,115,2406,9599675
BOL,BOG,1,18,71818
BOL,BOG,202,7272,29014480
BOL,BUN,6102,7,42827
BOL,BUN,175,9,7703
BOL,BUN,106,6,3189
BOL,BUN,13,74,361
BOL,BUN,2246,32,14444
BOL,BUN,7,64,27
BOL,BUN,715,5,2500
BOL,BUN,764,96,8479
BOL,BUN,75,18,3777
BOL,BUN,1,97,56
BOL,BUN,462,61,4864
BOL,BUN,320,25,901
BOL,BUN,615,71,10884
BOL,BUN,718,59,3089
BOL,BUN,24,71,290
BOL,BUN,11,3,257
BOL,BUN,168,35,959
BOL,BUN,78,93,324
BOL,BUN,20,45,158
BRA,BOG,24,2,27687
BRA,BOG,1,26,45
BRA,BOG,52,78100,21
BRA,BOG,35,2366,77
BRA,BOG,4,670,32
BRA,BOG,5,458,96
BRA,BOG,75,9600,38448576
BRA,BOG,5,274,16
BRA,BOG,15,439,46
BRA,BOG,1,415,99
BRA,BOG,20,556,32
BRA,BOG,10,185,56
BRA,BOG,14450,3672,14851440
BRA,BOG,53850,22941,5
BRA,BOG,16800,1848,7324677
BRA,BOG,21100,7065,6
BRA,BOG,15450,3625,14703938
BRA,BOG,704,70,4
BRA,BOG,2880,288,1162710
BRA,BOG,4548,17522,69682190
BRA,BOG,50,839,95
BRA,BOG,10,268,9
BRA,BOG,34,472,99
BRA,BOG,2,204,812056
BRA,BOG,5,809,2
BRA,BOG,1,500,2058855
BRA,BOG,850,85,349910
BRA,BOG,92,136648,99
BRA,BOG,4,1785,87
BRA,BOG,20,13193,16
BRA,BOG,15,13024,52837586
BRA,BOG,672,3563,14667410
BRA,BOG,74,24090,95759918
BRA,BOG,74,16352,65000671
BRA,BOG,418,12374,25
BRA,BOG,6,343,74
BRA,BOG,130,4435,2
BRA,BOG,10,17030,67400823
BRA,BOG,1980,7583,8
BRA,BOG,3810,15048,2
BRA,BOG,4835,15535,94
BRA,BOG,6150,2091,8489773
BRA,BOG,2460,1667,4
BRA,BOG,320,1552,6151460
BRA,BOG,350,1554,6159387
BRA,BOG,450,2550,10107103
BRA,BOG,32,1884,48
BRA,BOG,592,48,881
BRA,BOG,100,774,3124785
BRA,BOG,120,2280,9063205
BRA,BOG,0,17,9
BRA,BOG,4,359,8
BRA,BOG,30,307,5
BRA,BOG,0,37,20
BRA,BOG,4,58,250
BRA,BOG,39,75,2166
BRA,BOG,6,1860,54
BRA,BOG,2,170,92
BRA,BOG,60,2371,8
BRA,BOG,2,376,14
BRA,BOG,1,447,88
BRA,BOG,5,1395,1
BRA,BOG,50,453,1803243
BRA,BOG,51,801,72
BRA,BOG,2,1662,52
BRA,BOG,1,21,88
BRA,BOG,15,5608,29
BRA,BOG,2,192,22
BRA,BOG,26,6750,89
BRA,BOG,1,404,61
BRA,BOG,38,1576,62
BRA,BOG,1,173,89
BRA,BOG,3,193,5
BRA,BOG,2,193,42
BRA,BOG,92,2996,45
BRA,BOG,8,2376,22
BRA,BOG,6488,65,24187
BRA,BOG,6645,23,35510
BRA,BOG,941,22638,6
BRA,BOG,2,14147,62
BRA,BOG,1,50,199494
BRA,BOG,100,6,23850
BRA,BOG,6,25,37
BRA,BOG,800,48,190804
BRA,BOG,36,28,8
BRA,BOG,66,2507,25
BRA,BOG,1,50,202355
BRA,BOG,2,15262,44
BRA,BOG,624,2321,28
BRA,BOG,1,2,227952
BRA,BOG,96425,34661,5
BRA,BOG,1050,189,751292
BRA,BOG,45,148,5
BRA,BOG,1114,4547,5
BRA,BOG,14,4,56
BRA,BOG,61,5,173
BRA,BOG,3351,15537,3
BRA,BOG,1036,6153,45
BRA,BOG,132,4,405
BRA,BOG,496,4,96
BRA,BOG,2,214,48
BRA,BOG,20,31,8
BRA,BOG,2126,8507,99
BRA,BOG,2,325,12
BRA,BOG,3,379,82
BRA,BOG,2,12000,48988920
