DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
CHL,BOG,55,1532,17
CHL,BOG,66,851,4
CHL,BOG,4,94,8
CHL,BOG,158,4056,8
CHL,BOG,41,832,66
CHL,BOG,100,3956,5
CHL,BOG,154,6226,95
CHL,BOG,348,5668,37
CHL,BOG,11,81,84
CHL,BOG,555,16814,63
CHL,BOG,88,2454,42
CHL,BOG,10,179,7
CHL,BOG,18,292,5
CHL,BOG,4,56,218
CHL,BOG,65,661,6
CHL,BOG,185,4717,17
CHL,BOG,3,6,2
CHL,MDE,5,5,1605
CHL,MDE,492,16522,4
CHL,MDE,6,126,500861
CHL,MDE,8,444,6
CHL,MDE,6,313,2
CHL,MDE,5,171,679740
CHL,MDE,15,819,3255598
CHL,MDE,10,468,1860342
CHL,MDE,6,280,8
CHL,MDE,10,167,13
CHL,MDE,0,9,0
CHL,MDE,60,636,2
CHL,MDE,355,6995,52
CHL,MDE,80,415,98
CHN,BOG,4012,55477,25
CHN,BOG,40461,181530,86
CHN,BOG,3558,11421,18
CHN,BOG,5662,13050,91
CHN,MDE,50,100,406579
CHN,MDE,254,7,902
CHN,MDE,75,200,813158
ECU,BOG,75,1110,4569414
ECU,BOG,25,315,75
ECU,BOG,384,2416,12
ECU,BOG,11460,104890,4
ECU,BOG,128,3288,32
ECU,BOG,975,10210,2
ECU,BOG,50,1443,25
ECU,BOG,240,3856,8
ECU,BOG,1,14,14
ECU,BOG,187,1321,5337483
ECU,BOG,736,2406,72
ECU,BOG,702,4675,32
ECU,BOG,144,936,3778809
ECU,BOG,16144,87774,23
ECU,BOG,4795,24262,7
ECU,BOG,1,9,65
ECU,BOG,3648,18507,84
ECU,BOG,1463,5026,11
ECU,BOG,3935,17071,19
ECU,BOG,11269,38548,42
ECU,BOG,59990,174643,15
ECU,BOG,1,4,43
ECU,BOG,2434,7341,36
ECU,BOG,28120,92359,24
ECU,BOG,2853,12230,44
ECU,BOG,184,1996,5
ECU,BOG,1369,3878,71
ECU,BOG,14881,49416,3
ECU,BOG,1337,11183,27
ECU,BOG,598,4263,74
ECU,BOG,1,5,20025
ECU,BOG,412,3522,6
ECU,BOG,8183,37995,79
ECU,BOG,102,578,34
ECU,BOG,976,5397,28
ECU,BOG,7387,37890,88
ECU,BOG,18,179,46
ECU,BOG,1,9,9
ECU,BOG,1497,13817,31
ECU,BOG,12138,101661,18
ECU,BOG,10939,70808,27
ECU,BOG,32,320,72
ECU,BOG,445,3745,92
ECU,BOG,1,7,9
ECU,BOG,112,93,1120
ECU,BOG,141,862,14
ECU,BOG,3459,32292,85
ECU,BOG,155,1621,3
ECU,BOG,10,252,61
ECU,BOG,0,45,2
ECU,BOG,22,1019,79
ECU,BOG,5,4,92
ECU,BOG,24,333,6
ECU,BOG,4648,102752,92
ECU,BOG,1144,35583,96
ECU,BOG,120,1407,6
ECU,BOG,10,112,71
ECU,BOG,20,931,5
ECU,BOG,8,62,19
ECU,BOG,15,203,7
ECU,BOG,5,6,42
ECU,BOG,1,6,9
ECU,BOG,5,24,86
ECU,BOG,5,20,74
ECU,BOG,5,9,2
ECU,BOG,47,535,25
ECU,BOG,8,66,64
ECU,BOG,36,409,98
ECU,BOG,36,257,42
ECU,BOG,317,1749,55
ECU,BOG,6,29,28
ECU,BOG,5,23,2
ECU,BOG,13,65,91
ECU,BOG,257,1515,59
ECU,BOG,125,1011,19
ECU,BOG,123,398,63
ECU,BOG,67,268,29
ECU,BOG,528,1763,74
ECU,BOG,185,627,3
ECU,BOG,70,142,9
ECU,BOG,290,1758,6
ECU,BOG,12,116,4
ECU,BOG,96,157,2
ECU,BOG,6,17,46
ECU,BOG,618,3501,38
ECU,BOG,11,112,64
ECU,BOG,24,100,8
ECU,BOG,3042,11115,68
ECU,BOG,238,1012,14
ECU,BOG,373,2574,29
ECU,BOG,117,770,54
ECU,BOG,509,2520,67
ECU,BOG,59,392,72
ECU,BOG,14,98,14
ECU,BOG,436,3168,72
ECU,BOG,8,83,28
ECU,BOG,326,4220,88
ECU,BOG,31,344,39
ECU,BOG,29,298,68
ECU,BOG,6,40,2
ECU,BOG,298,4142,2
ECU,BOG,4951,118761,2
ECU,BOG,2020,55551,3
ECU,BOG,228,2272,44
ECU,BOG,39,8060,32158513
ECU,BOG,5184,1361,77
ECU,IPI,5084,29,34787
ECU,IPI,4706,4,25518
ECU,IPI,544,5,3009
ECU,IPI,201,5,1812
ECU,IPI,3765,18,27185
ECU,IPI,10,56,108
ECU,IPI,9,62,54
ECU,IPI,32,14649,65
ECU,IPI,1365,11367,19
ECU,IPI,195,7437,78
ECU,IPI,580,1583,8
ECU,IPI,55,2773,64
ECU,IPI,8,7,32
ECU,IPI,6,23,26
ECU,IPI,0,97,3
ECU,IPI,0,97,4
ECU,IPI,1,6,5
ECU,MDE,29900,2242,5
ECU,MDE,12,680,79
ECU,MDE,3,126,5
ECU,MDE,238,99,6809
ECU,MDE,27,9,985
ECU,MDE,52,823,21
ECU,MDE,7,131,65
ECU,MDE,11,219,83
ECU,MDE,164,3240,16
ECU,MDE,40,509,2
ECU,MDE,9,180,726694
ECU,MDE,71,1308,53
ECU,MDE,27,422,67
ECU,MDE,492,5640,11
ECU,MDE,4,51,68
ECU,MDE,44,213,3
ECU,MDE,41,352,34
ECU,MDE,41,685,66
ECU,MDE,7,111,42
ECU,MDE,22,308,1
ECU,MDE,41,960,78
ECU,MDE,50,1223,34
ECU,MDE,79,2346,69
ECU,MDE,45,795,72
ECU,MDE,59,1078,64
ECU,MDE,7,143,19
ECU,MDE,196,5308,22
ECU,MDE,257,6098,26
ECU,MDE,764,15863,2
ECU,MDE,9,250,6
ECU,MDE,109,1900,33
ECU,MDE,51,941,46
ECU,MDE,64,1181,81
ECU,MDE,921,17732,1
ECU,MDE,282,5790,76
ECU,MDE,662,12815,8
ECU,MDE,292,4970,41
ECU,MDE,1595,21397,12
ECU,MDE,33,797,3217640
ECU,MDE,104,1560,54
ECU,MDE,341,7323,83
ECU,MDE,18,250,2
ECU,MDE,620,15081,33
ECU,MDE,184,5451,21766949
ECU,MDE,102,516,9
ECU,MDE,14,346,36
ECU,MDE,982,22322,55
ECU,MDE,74,4,1064
ECU,MDE,25,216,22
ECU,MDE,55,503,8
ECU,MDE,251,2217,56
ECU,MDE,610,1598,37
ECU,MDE,294,1106,82
ECU,MDE,48,195,36
ECU,MDE,591,2242,43
ECU,MDE,108,683,47
ECU,MDE,140,1113,76
ECU,MDE,909,1273,7
ECU,MDE,479,701,72
ECU,MDE,296,2583,49
ECU,MDE,57,13,1328
ECU,MDE,404,91,3975
ECU,MDE,30,129,3
ECU,MDE,36,434,34
ECU,MDE,8000,3016,11936634
ECU,MDE,0,1,10
ECU,MDE,1,8,48
ECU,MDE,64,313,6
ECU,MDE,2024,22229,81
ECU,MDE,1679,41108,17
ECU,MDE,105,641,45
ECU,MDE,115,976,35
ECU,MDE,1001,17663,75
ECU,MDE,510,762,8
ECU,MDE,1000,2846,29
ECU,MDE,69,646,32
ECU,MDE,96,1411,84
ECU,MDE,8,434,2
ECU,MDE,1,45,75
ECU,MDE,50,424,1745434
ECU,MDE,234,2453,17
ECU,MDE,2,22,38
ECU,MDE,129,1152,73
ECU,MDE,2,25,1
ECU,MDE,12,146,52
ECU,MDE,1,48,25
ECU,MDE,100,1290,5166527
ECU,MDE,718,4680,87
ECU,MDE,43,1200,4892928
ECU,MDE,14,97,1345
ECU,MDE,8,5456,22246512
ECU,MDE,3,1000,4060150
ECU,MDE,125,931,95
ECU,MDE,1,300,1234977
ECU,MDE,2,42,3795
ECU,MDE,0,2,24
ECU,MDE,131,73,107093
SLV,BOG,1129,65,50147
SLV,BOG,30,35,968
SLV,BOG,153,42,4980
SLV,BOG,460,26,45333
SLV,BOG,9,858,17
SLV,BOG,137,9142,22
SLV,BOG,315,6600,23
SLV,BOG,6,218,88
SLV,BOG,73,6804,38
SLV,BOG,24,1123,18
SLV,BOG,36,2630,49
SLV,BOG,30,5566,27
SLV,BOG,412,3788,33
SLV,BOG,1200,366,1477611
SLV,BOG,27,584,66
SLV,BOG,20,335,3
SLV,BOG,6,18,51
SLV,BOG,3,19,99
SLV,BOG,7,125,31
SLV,BOG,1400,171,5
SLV,BOG,118,5213,1
SLV,BOG,6,5,412
SLV,BOG,76,346,11
SLV,BOG,4,119,47
SLV,BOG,3,3,12111
SLV,BOG,1,15,5
SLV,BOG,0,1,0
SLV,BOG,28,24,120
SLV,BOG,106,4,4851
SLV,BOG,1,1,4116
SLV,BOG,8000,1381,44
SLV,BOG,3837,76,41004
SLV,MDE,40000,6080,24098505
SLV,MDE,42,3,1424
SLV,MDE,171,1028,75
SLV,MDE,4,40,162406
SLV,MDE,17,105,92
SLV,MDE,24,25,92
SLV,MDE,25,377,26
SLV,MDE,182,2522,46
SLV,MDE,213,3646,1
SLV,MDE,50,886,78
SLV,MDE,32,481,59
SLV,MDE,32,208,88
SLV,MDE,0,1,6
SLV,MDE,30000,6750,27300442
SLV,MDE,14470,3789,99
SLV,MDE,402,737,4
SLV,MDE,800,96,392863
SLV,MDE,1625,851,8
SLV,MDE,1838,338,2
SLV,MDE,290,2318,9272339
SLV,MDE,135,581,85
SLV,MDE,490,1904,7
SLV,MDE,308,1351,7
SLV,MDE,176,1994,8
SLV,MDE,105,791,7
SLV,MDE,175,1589,1
SLV,MDE,829,5960,68
SLV,MDE,5,67,5220
ARE,BOG,200,2700,10962405
ARE,MDE,235,8,13367794
ARE,MDE,45,43,2559469
ARE,MDE,26,273,68
ARE,MDE,75,1995,6
ARE,MDE,18,249,18
ESP,BOG,1824,65,3498
ESP,MDE,18600,8569,5
ESP,MDE,74580,38697,69
ESP,MDE,14,119,481508
ESP,MDE,21,104,7
ESP,MDE,2011,15453,15
ESP,MDE,193,2576,71
ESP,MDE,66,587,55
ESP,MDE,75200,21070,85958832
ESP,MDE,3500,525,2148473
ESP,MDE,71160,12154,82
ESP,MDE,29220,7232,1
ESP,MDE,13140,1445,4
ESP,MDE,38280,5117,4
ESP,MDE,26710,12960,9
ESP,MDE,2700,426,1743332
ESP,MDE,349,2080,8512046
ESP,MDE,213,541,2
ESP,MDE,1,93,60
ESP,MDE,20,130,528996
ESP,MDE,1211,8913,42
ESP,MDE,85,304,3
ESP,MDE,101,349,25
ESP,MDE,155,609,9
ESP,MDE,264,649,53
ESP,MDE,7927,22726,76
ESP,MDE,130,415,1680685
ESP,MDE,4,26,104879
ESP,MDE,2,22,88979
ESP,MDE,25,51,206270
ESP,MDE,136,976,3966060
ESP,MDE,2750,18811,62
ESP,MDE,5789,29408,84
ESP,MDE,355,3650,42
ESP,MDE,158,1774,7165215
ESP,MDE,200,314,1266622
ESP,MDE,40400,6868,27506752
ESP,MDE,116300,31594,126535865
ESP,MDE,120,1,2
ESP,MDE,322795,60488,75
ESP,MDE,57960,16691,75
ESP,MDE,425480,50160,92
ESP,MDE,64560,5759,9
ESP,MDE,100255,50358,85
ESP,MDE,113055,23634,12
ESP,MDE,969,69,9414
ESP,MDE,4320,8073,32090901
ESP,MDE,443,52,1854
ESP,MDE,60,1666,65
ESP,MDE,450,2340,9274753
ESP,MDE,257,899,5
ESP,MDE,268,1340,5409834
ESP,MDE,384,7537,92
ESP,MDE,2,100,411429
ESP,MDE,18,39,6
ESP,MDE,60,0,12
ESP,MDE,38,1083,66
ESP,MDE,29,1247,17
ESP,MDE,428,17173,21
ESP,MDE,2799,14858,9
ESP,MDE,0,1,3
ESP,MDE,45,45,9988
ESP,MDE,34,272,1098115
ESP,MDE,247,5271,37
ESP,MDE,5,41,3
ESP,MDE,5,118,6
ESP,MDE,5474,24443,92
ESP,MDE,83,900,66
ESP,MDE,10,64,3540
ESP,MDE,20,812,3213709
ESP,MDE,183,11707,42
ESP,MDE,246,2134,54
ESP,MDE,4263,15783,57
ESP,MDE,440,2949,67
ESP,MDE,5,46,2441
ESP,MDE,2296,16,1895307
USA,BOG,89583,17767,66
USA,BOG,2040,515,2
USA,BOG,6210,761,4
USA,BOG,523024,255646,14
USA,BOG,13910,4001,2
USA,BOG,279,2718,28
USA,BOG,1176,841,68
USA,BOG,7680,1578,6349578
USA,BOG,820,5576,22511371
USA,BOG,422,42,76
USA,BOG,370,370,1470783
USA,BOG,962027,168458,81
USA,BOG,301005,83471,65
USA,BOG,14250,7388,29345696
USA,BOG,88661,12814,8
USA,BOG,29460,8770,2
USA,BOG,1068621,555150,26
USA,BOG,1313389,292416,23
USA,BOG,5948,32,33358
USA,BOG,303,36,65
USA,BOG,150,15,59626
USA,BOG,158,12,53
USA,BOG,1039,19,8
USA,BOG,300,9,35775
USA,BOG,7,12,6
USA,BOG,1,2229,15
USA,BOG,1211,16559,96
USA,BOG,1,10190,40329676
USA,BOG,1,2582,10278089
USA,BOG,2135,25337,17
USA,BOG,7320,1464,5910446
USA,BOG,18500,4625,18954891
USA,BOG,11550,1974,15
USA,BOG,14671,5841,93
USA,MDE,2,149,1
USA,MDE,5,907,45
USA,MDE,7,481,8
USA,MDE,51,2245,25
USA,MDE,8,386,96
USA,MDE,35,989,66
USA,MDE,20,638,25
USA,MDE,4,79,133
USA,MDE,54,716,54
USA,MDE,3203,27233,7
USA,MDE,1647,4170,95
USA,MDE,0,54,70
USA,MDE,374,44,1041
USA,MDE,0,9,6
USA,MDE,3790,29619,46
USA,MDE,11,261,8
USA,MDE,13,248,62
USA,MDE,5412,21872,88
USA,MDE,1560,9067,5
USA,MDE,3,44,97
USA,MDE,7830,47088,89
USA,MDE,8306,93337,9
USA,MDE,5,271,8
USA,MDE,9,286,74
USA,MDE,12,195,776230
USA,MDE,198,3157,2
USA,MDE,1274,29431,22
USA,MDE,310,8978,21
USA,MDE,185,3065,28
USA,MDE,118,695,32
USA,MDE,10000,7960,32363688
USA,MDE,9,1538,46
USA,MDE,26,56,1673
USA,MDE,21600,17232,70519030
USA,MDE,60,10131,41459395
USA,MDE,16,1942,7947304
USA,MDE,16,1866,7636287
USA,MDE,94,9827,40215326
USA,MDE,1,15,60557
USA,MDE,2,415,97
USA,MDE,5,9,1802
USA,MDE,61,281,93
USA,MDE,59,272,69
USA,MDE,720,108,429309
USA,MDE,18200,2866,4
USA,MDE,31511,12277,82
USA,MDE,760,334,4
USA,MDE,126420,15170,4
USA,MDE,9520,1197,84
USA,MDE,55702,11516,8
USA,MDE,163082,41507,68
USA,MDE,54634,24508,98194994
USA,MDE,6460,4040,16533013
USA,MDE,103926,23346,3
USA,MDE,22990,3663,25
USA,MDE,120,42,172800
USA,MDE,586824,270028,86
USA,MDE,57217,25671,3
USA,MDE,3338,2,21331
USA,MDE,360,1350,5350819
USA,MDE,562,5,1912
USA,MDE,14,100,397509
USA,MDE,8,187,2
USA,MDE,3,70,2
USA,MDE,5,327,1345372
USA,MDE,6,129,6
USA,MDE,617,20990,4
USA,MDE,4,103,2
USA,MDE,25,3644,12
USA,MDE,42,1652,4
USA,MDE,58,3469,2
USA,MDE,21,1096,2
USA,MDE,22,1060,8
USA,MDE,3,59,4
USA,MDE,33,1473,6060349
USA,MDE,18,842,4
USA,MDE,57,2109,6
USA,MDE,26,1382,4
USA,MDE,81,1942,2
USA,MDE,22,937,2
USA,MDE,67,3985,8
USA,MDE,11,661,2
USA,MDE,82,2850,9
USA,MDE,25288,22674,9
USA,MDE,370,3,7
USA,MDE,10004,1399,33
USA,MDE,247440,37629,51
USA,MDE,198980,45390,9
USA,MDE,90060,12295,7
USA,MDE,976232,433516,59
USA,MDE,18016,6294,22
USA,MDE,727,6521,28
USA,MDE,1515,11362,5
USA,MDE,282,5,1450
USA,MDE,1059,5,6820
USA,MDE,95,26,672
USA,MDE,15252,88,52674
USA,MDE,1048,5,5094
USA,MDE,7068,29,22313
USA,MDE,360,54,214654
USA,MDE,70,29,96
USA,MDE,12924543,2073498,38
USA,MDE,3108485,786144,75
USA,MDE,19502,16526,46
USA,MDE,1055195,214024,62
USA,MDE,60,10,8
USA,MDE,202993,92178,2
USA,MDE,1200051,2681101,47
USA,MDE,166,668,35
USA,MDE,2413,26303,49
USA,MDE,1337,24168,39
USA,MDE,7524,20695,99
USA,MDE,310,1355,37
USA,MDE,2720,7658,1
USA,MDE,1682,13651,28
USA,MDE,3546,13878,49
USA,MDE,83076,247833,24
USA,MDE,178,1500,5
USA,MDE,125,1042,4
USA,MDE,7684,31968,98
USA,MDE,2671,12,21596
USA,MDE,8572,88,72666
USA,MDE,2400,676,2707420
USA,MDE,4210,1087,5
USA,MDE,10032692,1959157,2
USA,MDE,1624981,531458,7
USA,MDE,864802,530639,73
USA,MDE,1358711,218775,35
USA,MDE,219872,36746,7
USA,MDE,82429,19825,46
USA,MDE,3029728,1441930,57
USA,MDE,2494584,773491,11
USA,MDE,27289,19,231055
USA,MDE,443,23,2357
USA,MDE,197,1053,4193767
USA,MDE,217,32,552
USA,MDE,27,198,75
USA,MDE,56,8,776
USA,MDE,81,8,441
USA,MDE,6881,97,25947
USA,MDE,144,88,107
USA,MDE,1554,32,5157
USA,MDE,25144,21,83725
USA,MDE,2024,77,12661
USA,MDE,80,8,379
USA,MDE,46,8,2857
USA,MDE,39,87,626
USA,MDE,1045,48,15664
USA,MDE,376,36,2240
USA,MDE,76,5,817
USA,MDE,456,92,5766
USA,MDE,15,6,130
USA,MDE,177,37,1940
USA,MDE,1,5,10
USA,MDE,4604,26,37088
USA,MDE,2294,8,12029
USA,MDE,633,36,2974
USA,MDE,332,78,2108
USA,MDE,3510,9,29342
USA,MDE,170,4,2238
USA,MDE,100,636,2602721
USA,MDE,31,69,221
USA,MDE,336,61,4204
USA,MDE,10,385,5
USA,MDE,1169,5,10322
USA,MDE,1686,71,10744
USA,MDE,323,38,3358
USA,MDE,61,27,354
USA,MDE,30,66,99
USA,MDE,254,55,1399
USA,MDE,1757,18487,2
USA,MDE,25,345,1411853
USA,MDE,50,28,780
USA,MDE,480,4796,19064531
USA,MDE,66,39,814
USA,MDE,933,26,10006
USA,MDE,236,33,699
USA,MDE,56,4,391
USA,MDE,2,2,8131
USA,MDE,6000,1020,4200064
USA,MDE,171,96,4072
USA,MDE,497,220000,905649800
USA,MDE,9,551,2222640
USA,MDE,7,1008,4101248
USA,MDE,20,1140,4598566
USA,MDE,2196,2862,8
USA,MDE,1,7,59
USA,MDE,14,4,1183
USA,MDE,12,2,660
USA,MDE,155,10602,42766665
USA,MDE,550,40155,161978443
USA,MDE,4,93,6
USA,MDE,21,819,3260171
USA,MDE,141,7222,8
USA,MDE,185,2525,56
USA,MDE,524,18565,74888053
USA,MDE,708,5379,67
USA,MDE,338,2466,45
USA,MDE,361,2709,57
USA,MDE,186,2130,8592057
USA,MDE,147,1323,5336757
USA,MDE,31,424,7
USA,MDE,2114,65158,5
USA,MDE,132,943,97
USA,MDE,1046,88857,358434032
USA,MDE,178,4537,18301486
USA,MDE,4394,148632,4
USA,MDE,450,11150,45045104
USA,MDE,112,2753,84
USA,MDE,52,124,8
USA,MDE,43,897,47
USA,MDE,142,5804,75
USA,MDE,306,12731,51354689
USA,MDE,239,8673,65
USA,MDE,199,31536,8
USA,MDE,440,18456,4
USA,MDE,293,18391,2
USA,MDE,94,20369,4
USA,MDE,183,20748,84332289
USA,MDE,403,5076,17
USA,MDE,36,1893,6
USA,MDE,71,2847,11662013
USA,MDE,117,4371,17802224
USA,MDE,68,5676,23095595
USA,MDE,66,3088,8
USA,MDE,206,9538,8
USA,MDE,75,6202,8
USA,MDE,486,16010,4
USA,MDE,2416,43870,41
USA,MDE,90,6861,6
USA,MDE,331,8959,1
USA,MDE,4,387,76
USA,MDE,2096,26692,3
USA,MDE,14943,285548,57
USA,MDE,9179,269588,5
USA,MDE,20,98,8
USA,MDE,407,9921,5
USA,MDE,596,25180,2
USA,MDE,80,2496,10214455
USA,MDE,84,6726,27131540
USA,MDE,348,2356,2
USA,MDE,8,432,1742614
USA,MDE,1084,27870,5
USA,MDE,987,56,699168
USA,MDE,350,24,206490
USA,MDE,1714,87,97262082
USA,MDE,13,34,741164
USA,MDE,159,62,9144753
USA,MDE,5,8,167017
USA,MDE,266,6,7080
USA,MDE,4,108,439105
USA,MDE,18,1787,94
USA,MDE,4,390,86
USA,MDE,12,197,16
USA,MDE,73,24309,86
USA,MDE,1,71180,289402932
USA,MDE,12,24096,38
USA,MDE,1,12254,49561425
USA,MDE,3600,13588,8
USA,MDE,2,1230,4974747
USA,MDE,1,42,25
USA,MDE,94,859,48
USA,MDE,128,16896,68892426
USA,MDE,200,174,709474
USA,MDE,480,2599,66
USA,MDE,240,1113,8
USA,MDE,2259,39,6999
USA,MDE,1605,52,12890
USA,MDE,249,48,2117
USA,MDE,300,1237,5
USA,MDE,117,643,5
USA,MDE,95,74,498
USA,MDE,3834,5,16624
USA,MDE,306,56,6470
USA,MDE,1437,8250,5
USA,MDE,268,34,2331
USA,MDE,210,82,583
USA,MDE,57,54,201
USA,MDE,30,421,3
USA,MDE,191,48,248
USA,MDE,260,1170,4788026
USA,MDE,3260,4314,8
USA,MDE,292,949,3883621
USA,MDE,158,410,8
USA,MDE,203,1015,4153714
USA,MDE,482,2169,8876263
USA,MDE,896,39488,4
USA,MDE,84,10838,4
USA,MDE,253,15103,2
USA,MDE,36,270,1104929
USA,MDE,119,892,5
USA,MDE,145,4,8325245
USA,MDE,13,29,703273
USA,MDE,476,85,900
USA,MDE,10,35,127
USA,MDE,3,95,112
USA,MDE,12,36,144453
USA,MDE,6,18,72226
USA,MDE,2,6,24075
USA,MDE,2,5,222
USA,MDE,17440,8331,73
USA,MDE,1010,270,1
USA,MDE,2,36,143103
USA,MDE,85,5377,78
USA,MDE,2,1367,71
USA,MDE,9,1369,1
USA,MDE,113,1505,35
USA,MDE,10,765,5
USA,MDE,19,84,827
USA,MDE,9,1367,72
USA,MDE,69,3872,52
USA,MDE,800,80,329327
USA,MDE,100,1,4033
USA,MDE,795,12,2
USA,MDE,598,10,4
USA,MDE,200,20,81774
USA,MDE,240,24,98798
USA,MDE,945,120,6
USA,MDE,1276,88,359043
USA,MDE,8,7,28587
USA,MDE,9,54,550
USA,MDE,128,6780,27645043
USA,MDE,45,4,748
USA,MDE,5200,728,2979216
USA,MDE,354398,54199,84
USA,MDE,72840,16277,72
USA,MDE,255210,32902,25
USA,MDE,1344690,628730,6
USA,MDE,101215,30452,74
USA,MDE,2021,26380,9
USA,MDE,976,17561,32
USA,MDE,1,276,76
USA,MDE,3,1771,27
USA,MDE,8,2066,48
USA,MDE,21,3874,34
USA,MDE,9,2490,84
USA,MDE,5,959,44
USA,MDE,800550,111204,17
USA,MDE,24470,4466,11
USA,MDE,1230,554,7
USA,MDE,901879,205436,88
USA,MDE,105,2845,5
USA,MDE,526,5002,1
USA,MDE,124,4847,2
USA,MDE,1733,22730,33
USA,MDE,30,610,6
USA,MDE,10225,28782,116341782
USA,MDE,572,3192,96
USA,MDE,825,24678,51
USA,MDE,64,2577,49
USA,MDE,44,1987,3
USA,MDE,11498,57181,23
USA,MDE,70,1080,3
USA,MDE,10,138,3
USA,MDE,29987,169297,72
USA,MDE,2611,25165,72
USA,MDE,624,4620,57
USA,MDE,2,30,14
USA,MDE,627560,101273,2
USA,MDE,1410,66,8782
USA,MDE,4708,34,39595
USA,MDE,369951,50953,7
USA,MDE,6640,1894,5
USA,MDE,300,30,123497
USA,MDE,16050,4592,4
USA,MDE,5987719,1499068,4
USA,MDE,989441,351716,75
USA,MDE,297119,156429,43
USA,MDE,1311391,238151,27
USA,MDE,187402,26140,8
USA,MDE,132919,32025,1
USA,MDE,3876730,1910662,85
USA,MDE,8786194,1960714,13
USA,MDE,42475,54,352588
USA,MDE,616,2217,6
USA,MDE,122,72,1107
USA,MDE,7467,27,27990
USA,MDE,9253,28,30405
USA,MDE,111,24,853
USA,MDE,60,8,315
USA,MDE,11,77,179
USA,MDE,5,96,103
USA,MDE,129,67,1808
USA,MDE,6,94,77
USA,MDE,206,21,1680
USA,MDE,705,36991,35
USA,MDE,92,800,3181472
USA,MDE,2004,46,90495
USA,MDE,21,26,399
USA,MDE,326,99,16520
USA,MDE,191,5,34
USA,MDE,14500,431,22
USA,MDE,1,54,58
USA,MDE,150,6,36
USA,MDE,155,8,419
USA,MDE,333,11,268
USA,MDE,0,22,4
USA,MDE,343,4157,15
USA,MDE,674,2294,67
USA,MDE,666,4761,76
USA,MDE,120,422,2
USA,MDE,11767,41021,58
USA,MDE,270,770,6
USA,MDE,558,1358,1
USA,MDE,27077,77024,27
USA,MDE,2338,17550,38
USA,MDE,112,622,38
USA,MDE,198,2498,62
USA,MDE,220,4725,31
USA,MDE,36,532,2147785
USA,MDE,12,86,341857
USA,MDE,4870,76852,58
USA,MDE,20,451,14
USA,MDE,13472,50605,56
USA,MDE,84,462,6
USA,MDE,175,100,28
USA,MDE,910,1335,15
USA,MDE,17,207,68
USA,MDE,147,7830,47
USA,MDE,2,38,86
USA,MDE,501,7334,5
USA,MDE,2,97,3
USA,MDE,33,2112,8547496
USA,MDE,11,2724,69
USA,MDE,3,158,46
USA,MDE,190,836,76
USA,MDE,16,616,64
USA,MDE,1384,19075,53
USA,MDE,44,1774,42
USA,MDE,4,121,24
USA,MDE,84,3141,12
USA,MDE,288,700,62
USA,MDE,90,232,2
USA,MDE,1371,8673,39
USA,MDE,327,1132,5
USA,MDE,2641,7740,92
USA,MDE,126,1067,92
USA,MDE,102,2649,52
USA,MDE,3773,26209,73
USA,MDE,14,651,68
USA,MDE,8988,55954,3
USA,MDE,27731,279196,89
USA,MDE,1290,16885,12
USA,MDE,4926,20359,41
USA,MDE,12,456,1845482
USA,MDE,17,552,37
USA,MDE,197,484,62
USA,MDE,277,12230,41
USA,MDE,205,5470,42
USA,MDE,1941,45585,33
USA,MDE,33,360,36
USA,MDE,37,16,623
USA,MDE,16,81,116
USA,MDE,36,17,67966
USA,MDE,1,92,86
USA,MDE,1121,1087,71
USA,MDE,231,33,1444
USA,MDE,621,67,5199
USA,MDE,17,98,2074
USA,MDE,11,95,239
USA,MDE,751,15920,8
USA,MDE,29,626,75
USA,MDE,7,87,778
USA,MDE,226,726,78
USA,MDE,2,8,94
USA,MDE,34,734,82
USA,MDE,31,96,81
USA,MDE,311,797,18
USA,MDE,139,239,8
USA,MDE,3685,8217,29
USA,MDE,1085,8799,81
USA,MDE,2,8,94
USA,MDE,3255,18879,54
USA,MDE,3591,15965,72
USA,MDE,109,517,71
USA,MDE,12,22,15
USA,MDE,2,1,22
USA,MDE,23,74,69
USA,MDE,79,113,76
USA,MDE,263,1693,73
USA,MDE,263,826,92
USA,MDE,2,13,14
USA,MDE,40,314,49
USA,MDE,1339,25289,18
USA,MDE,949,20272,3
USA,MDE,198,4279,23
USA,MDE,1254,3129,11
USA,MDE,1320,26822,79
USA,MDE,502,25643,9
USA,MDE,9,78,196
USA,MDE,4000,280,1113515
USA,MDE,9220,7376,29333171
USA,MDE,100,108,18
USA,MDE,150,15,60667
USA,MDE,2,2,7950
USA,MDE,19,1200,4892928
USA,MDE,1,4974,20080983
USA,MDE,120,127,5
USA,MDE,523,16,27
USA,MDE,240,12,45
USA,MDE,120,12,47701
USA,MDE,746,37,5
USA,MDE,786,4,18
USA,MDE,250,5,19875
USA,MDE,12,27,111026
USA,MDE,423,12028,18
USA,MDE,20,736,79
USA,MDE,60,1090,72
USA,MDE,140,1974,7824087
USA,MDE,348,5167,8
USA,MDE,2,2017,8136235
USA,MDE,50,650,2628931
USA,MDE,970,16477,66985211
USA,MDE,919,10849,72
USA,MDE,518,13600,31
USA,MDE,1310,13833,6
USA,MDE,10640,1383,2
USA,MDE,99628,14156,34
USA,MDE,286319,41350,25
USA,MDE,2289,3071,62
USA,MDE,60,78,308706
USA,MDE,1590,1043,7
USA,MDE,540,368,2
USA,MDE,792,12672,51116693
